Symbol,Series,Exdate,CorporateActions,PreOpenPrice,NetChg,PctChg,PrevClose,TradedQty,TradedValue(in lakhs),FFMarketCapital,YearlyHigh,YearlyLow,SummaryValue,SummaryQty,FinalQty,SummaryFinalQty
VHL,EQ,-,-,1546.50,34.35,2.27,1512.15,1,0.02,120.36,1880.00,741.40,27279.67,29270452,0,29270452
SHANTIGEAR,EQ,09-Jul-2020, ANNUAL GENERAL MEETING,123.00,2.70,2.24,120.30,230,0.28,276.87,128.90,55.50,27279.67,29270452,0,29270452
RHFL,EQ,-,-,2.30,0.05,2.22,2.25,33195,0.76,54.51,6.50,0.70,27279.67,29270452,0,29270452
ROLTA,EQ,-,-,6.95,0.15,2.21,6.80,1000,0.07,98.14,7.55,1.80,27279.67,29270452,0,29270452
KPRMILL,EQ,-,-,578.00,12.50,2.21,565.50,61,0.35,972.80,715.00,312.35,27279.67,29270452,0,29270452
VIDHIING,EQ,20-Aug-2020, INTERIM DIVIDEND - RS 0.20 PER SHARE,95.00,2.05,2.21,92.95,517,0.49,167.13,99.00,38.00,27279.67,29270452,0,29270452
KPITTECH,EQ,-,-,90.45,1.95,2.20,88.50,2364,2.14,1358.66,112.50,34.35,27279.67,29270452,0,29270452
GFLLIMITED,EQ,-,-,102.60,2.20,2.19,100.40,36,0.04,341.90,163.50,41.15,27279.67,29270452,0,29270452
DOLLAR,EQ,24-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 1.70 PER SHARE,158.70,3.40,2.19,155.30,342,0.54,246.62,224.70,96.10,27279.67,29270452,0,29270452
INFRATEL,EQ,05-Aug-2020, INTERIM DIVIDEND - RS 2.30 PER SHARE,205.90,4.40,2.18,201.50,27878,57.40,17144.02,296.50,120.05,27279.67,29270452,0,29270452
TIINDIA,EQ,15-Jul-2020, ANNUAL GENERAL MEETING,655.00,14.00,2.18,641.00,2129,13.94,6262.26,670.00,254.00,27279.67,29270452,0,29270452
BANDHANBNK,EQ,13-Aug-2020, ANNUAL GENERAL MEETING,327.00,6.95,2.17,320.05,51186,167.38,12884.18,650.00,152.20,27279.67,29270452,0,29270452
SANWARIA,EQ,-,-,2.35,0.05,2.17,2.30,52595,1.24,60.95,3.95,0.90,27279.67,29270452,0,29270452
MAZDA,EQ,-,-,424.95,9.00,2.16,415.95,3,0.01,89.96,546.85,227.55,27279.67,29270452,0,29270452
PRIMESECU,EQ,-,-,51.95,1.10,2.16,50.85,1149,0.60,105.34,53.25,24.70,27279.67,29270452,0,29270452
KOTARISUG,EQ,03-Aug-2020, ANNUAL GENERAL MEETING,16.60,0.35,2.15,16.25,100,0.02,36.37,17.10,7.25,27279.67,29270452,0,29270452
UJJIVANSFB,EQ,-,-,38.25,0.80,2.14,37.45,16923,6.47,776.66,62.80,23.10,27279.67,29270452,0,29270452
PERSISTENT,EQ,16-Jul-2020, ANNUAL GENERAL MEETING,1040.00,21.80,2.14,1018.20,233,2.42,5058.04,1128.00,420.05,27279.67,29270452,0,29270452
RADIOCITY,EQ,-,-,21.45,0.45,2.14,21.00,127,0.03,174.23,32.00,12.20,27279.67,29270452,0,29270452
63MOONS,EQ,-,-,86.90,1.80,2.12,85.10,1089,0.95,211.75,146.95,39.55,27279.67,29270452,0,29270452
DIAMONDYD,EQ,-,-,639.00,13.25,2.12,625.75,26,0.17,425.60,989.00,435.10,27279.67,29270452,0,29270452
SPECIALITY,EQ,-,-,33.65,0.70,2.12,32.95,10,0.00,75.82,82.95,20.15,27279.67,29270452,0,29270452
PITTIENG,EQ,-,-,36.10,0.75,2.12,35.35,811,0.29,48.72,53.20,19.05,27279.67,29270452,0,29270452
SPENCERS,EQ,28-Jul-2020, RIGHTS 2:15 @ PREMIUM RS 70/-,91.90,1.90,2.11,90.00,6691,6.15,348.84,110.15,53.22,27279.67,29270452,0,29270452
IFCI,EQ,-,-,7.35,0.15,2.08,7.20,55113,4.05,532.39,9.35,3.10,27279.67,29270452,0,29270452
NELCAST,EQ,19-Aug-2020, ANNUAL GENERAL MEETING,59.45,1.20,2.06,58.25,100,0.06,106.42,66.30,23.20,27279.67,29270452,0,29270452
IMAGICAA,EQ,-,-,4.95,0.10,2.06,4.85,213,0.01,29.47,6.45,1.85,27279.67,29270452,0,29270452
MANGLMCEM,EQ,-,-,212.80,4.30,2.06,208.50,120,0.26,439.69,333.40,116.50,27279.67,29270452,0,29270452
GPPL,EQ,29-Jul-2020, DIVIDEND - RS 3.50 PER SH,84.70,1.70,2.05,83.00,198,0.17,2287.15,99.40,45.50,27279.67,29270452,0,29270452
POKARNA,EQ,-,-,142.00,2.85,2.05,139.15,1,0.00,185.51,181.00,45.70,27279.67,29270452,0,29270452
UFLEX,EQ,-,-,357.00,7.15,2.04,349.85,1480,5.28,1111.58,374.00,118.25,27279.67,29270452,0,29270452
SAKSOFT,EQ,30-Jul-2020, ANNUAL GENERAL MEETING,283.95,5.65,2.03,278.30,50,0.14,75.80,311.00,107.00,27279.67,29270452,0,29270452
SUPERHOUSE,EQ,-,-,108.50,2.15,2.02,106.35,500,0.54,52.76,115.00,50.05,27279.67,29270452,0,29270452
SANDESH,EQ,-,-,578.60,11.40,2.01,567.20,23,0.13,107.33,694.30,371.05,27279.67,29270452,0,29270452
CANFINHOME,EQ,18-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE,395.00,7.80,2.01,387.20,3350,13.23,3196.55,519.00,253.30,27279.67,29270452,0,29270452
YESBANK,EQ,-,-,15.30,0.30,2.00,15.00,1433271,219.29,13905.47,87.30,5.65,27279.67,29270452,0,29270452
SUMIT,EQ,-,-,10.20,0.20,2.00,10.00,1,0.00,9.18,24.00,9.15,27279.67,29270452,0,29270452
SKMEGGPROD,EQ,-,-,50.90,1.00,2.00,49.90,20,0.01,59.12,56.45,20.00,27279.67,29270452,0,29270452
HONDAPOWER,EQ,-,-,1079.00,21.10,1.99,1057.90,36,0.39,343.37,1358.90,726.00,27279.67,29270452,0,29270452
TATASTLBSL,EQ,-,-,25.80,0.50,1.98,25.30,7475,1.93,553.28,32.55,15.10,27279.67,29270452,0,29270452
SCHAND,EQ,-,-,85.00,1.65,1.98,83.35,20,0.02,102.03,102.40,33.90,27279.67,29270452,0,29270452
PNCINFRA,EQ,-,-,172.65,3.35,1.98,169.30,886,1.53,1476.69,214.85,80.00,27279.67,29270452,0,29270452
IMFA,EQ,-,-,255.00,4.95,1.98,250.05,2,0.01,195.62,266.00,91.95,27279.67,29270452,0,29270452
MOLDTKPAC,EQ,-,-,301.90,5.85,1.98,296.05,372,1.12,533.54,321.80,136.00,27279.67,29270452,0,29270452
MOTILALOFS,EQ,-,-,729.30,14.15,1.98,715.15,4238,30.91,2434.01,905.40,426.00,27279.67,29270452,0,29270452
SADBHAV,EQ,-,-,57.50,1.10,1.95,56.40,562,0.32,512.86,149.05,23.25,27279.67,29270452,0,29270452
JKLAKSHMI,EQ,20-Aug-2020, ANNUAL GENERAL MEETING,280.65,5.35,1.94,275.30,364,1.02,1749.31,388.00,179.75,27279.67,29270452,0,29270452
UTTAMSUGAR,EQ,-,-,94.45,1.80,1.94,92.65,8415,7.95,88.34,129.90,39.35,27279.67,29270452,0,29270452
GLOBUSSPR,EQ,-,-,194.00,3.70,1.94,190.30,2968,5.76,147.97,196.10,60.75,27279.67,29270452,0,29270452
INDIAMART,EQ,-,-,3600.00,68.45,1.94,3531.55,295,10.62,3166.09,3870.00,1130.30,27279.67,29270452,0,29270452
ADANIPORTS,EQ,17-Jun-2020, ANNUAL GENERAL MEETING,367.00,6.95,1.93,360.05,18647,68.43,27066.69,428.85,203.00,27279.67,29270452,0,29270452
ISEC,EQ,03-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS  6.75 PER SHARE,499.90,9.40,1.92,490.50,1485,7.42,3318.26,568.90,203.60,27279.67,29270452,0,29270452
GNA,EQ,-,-,238.40,4.50,1.92,233.90,278,0.66,165.68,324.85,126.15,27279.67,29270452,0,29270452
FSL,EQ,13-Jul-2020, ANNUAL GENERAL MEETING,66.45,1.25,1.92,65.20,17359,11.54,2081.47,67.85,20.10,27279.67,29270452,0,29270452
ORIENTBELL,EQ,05-Aug-2020, ANNUAL GENERAL MEETING,103.90,1.95,1.91,101.95,53,0.06,55.39,155.00,48.75,27279.67,29270452,0,29270452
HARRMALAYA,EQ,-,-,104.00,1.95,1.91,102.05,4823,5.02,86.64,108.35,44.00,27279.67,29270452,0,29270452
FEDERALBNK,EQ,09-Jul-2020, ANNUAL GENERAL MEETING,61.60,1.15,1.90,60.45,198504,122.28,12055.62,98.55,35.70,27279.67,29270452,0,29270452
PSB,EQ,03-Aug-2020, ANNUAL GENERAL MEETING,13.45,0.25,1.89,13.20,15505,2.09,111.05,24.10,9.30,27279.67,29270452,0,29270452
REPRO,EQ,-,-,426.00,7.90,1.89,418.10,1,0.00,212.28,741.90,280.50,27279.67,29270452,0,29270452
SREINFRA,EQ,-,-,8.15,0.15,1.88,8.00,3839,0.31,140.86,13.55,3.50,27279.67,29270452,0,29270452
JETAIRWAYS,BZ,-,-,30.00,0.55,1.87,29.45,1001,0.30,83.64,49.40,13.00,27279.67,29270452,0,29270452
FOSECOIND,EQ,-,-,1337.00,24.40,1.86,1312.60,5,0.07,117.36,1630.00,820.00,27279.67,29270452,0,29270452
GEOJITFSL,EQ,-,-,41.00,0.75,1.86,40.25,9988,4.10,316.52,43.80,14.90,27279.67,29270452,0,29270452
IDFC,EQ,-,-,30.10,0.55,1.86,29.55,20648,6.22,3962.48,40.50,13.25,27279.67,29270452,0,29270452
GRAPHITE,EQ,20-Jul-2020, ANNUAL GENERAL MEETING,206.50,3.75,1.85,202.75,3321,6.86,1386.43,384.00,103.00,27279.67,29270452,0,29270452
ANDHRACEMT,EQ,-,-,5.50,0.10,1.85,5.40,10664,0.59,49.14,10.65,1.45,27279.67,29270452,0,29270452
DECCANCE,EQ,-,-,316.00,5.70,1.84,310.30,10,0.03,191.25,409.00,161.00,27279.67,29270452,0,29270452
TATACHEM,EQ,22-Jun-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 11 PER SHARE,333.90,6.00,1.83,327.90,6708,22.40,5429.75,779.80,197.00,27279.67,29270452,0,29270452
ELGIEQUIP,EQ,06-Aug-2020, ANNUAL GENERAL MEETING,231.90,4.15,1.82,227.75,81,0.19,2453.98,308.00,101.20,27279.67,29270452,0,29270452
TNPETRO,EQ,-,-,41.95,0.75,1.82,41.20,7788,3.27,240.94,48.00,18.65,27279.67,29270452,0,29270452
NAVNETEDUL,EQ,-,-,81.75,1.45,1.81,80.30,511,0.42,698.38,113.85,45.00,27279.67,29270452,0,29270452
AARTIDRUGS,EQ,-,-,2984.00,52.95,1.81,2931.05,1284,38.31,2321.98,3719.00,421.00,27279.67,29270452,0,29270452
IDFCFIRSTB,EQ,-,-,34.25,0.60,1.78,33.65,145659,49.89,7062.35,47.95,17.65,27279.67,29270452,0,29270452
SUVEN,EQ,-,-,54.50,0.95,1.77,53.55,4046,2.21,272.64,334.70,15.20,27279.67,29270452,0,29270452
ITC,EQ,06-Jul-2020, DIVIDEND - RS 10.15 PER SHARE,199.00,3.45,1.76,195.55,297351,591.73,170665.95,266.30,134.60,27279.67,29270452,0,29270452
WOCKPHARMA,EQ,24-Jul-2020, ANNUAL GENERAL MEETING,335.00,5.75,1.75,329.25,13012,43.59,1020.87,411.65,146.70,27279.67,29270452,0,29270452
NECLIFE,EQ,-,-,23.35,0.40,1.74,22.95,310,0.07,226.46,30.05,7.10,27279.67,29270452,0,29270452
SPANDANA,EQ,-,-,649.95,11.05,1.73,638.90,369,2.40,1068.37,1397.00,405.00,27279.67,29270452,0,29270452
NCLIND,EQ,-,-,102.80,1.75,1.73,101.05,603,0.62,265.10,129.60,53.20,27279.67,29270452,0,29270452
CAREERP,EQ,-,-,156.45,2.65,1.72,153.80,526,0.82,100.56,202.95,72.00,27279.67,29270452,0,29270452
SUPRAJIT,EQ,-,-,185.95,3.15,1.72,182.80,970,1.80,1252.87,219.00,99.25,27279.67,29270452,0,29270452
MAHEPC,EQ,28-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 1.20 PER SHARE,180.05,3.05,1.72,177.00,2287,4.12,231.12,194.50,70.80,27279.67,29270452,0,29270452
SPMLINFRA,EQ,-,-,11.95,0.20,1.70,11.75,80,0.01,26.70,15.50,4.90,27279.67,29270452,0,29270452
ASIANTILES,EQ,-,-,257.85,4.30,1.70,253.55,770,1.99,396.69,267.75,109.30,27279.67,29270452,0,29270452
AMBIKCO,EQ,-,-,730.00,12.15,1.69,717.85,56,0.41,205.48,959.00,390.00,27279.67,29270452,0,29270452
CEBBCO,EQ,-,-,18.00,0.30,1.69,17.70,770,0.14,61.77,18.70,6.75,27279.67,29270452,0,29270452
FMGOETZE,EQ,-,-,418.90,6.95,1.69,411.95,1,0.00,572.94,666.45,238.30,27279.67,29270452,0,29270452
JAYNECOIND,EQ,-,-,3.00,0.05,1.69,2.95,1020,0.03,58.40,5.10,1.85,27279.67,29270452,0,29270452
MASFIN,EQ,-,-,874.00,14.45,1.68,859.55,302,2.64,1221.60,1270.00,443.95,27279.67,29270452,0,29270452
NDTV,EQ,-,-,36.50,0.60,1.67,35.90,1,0.00,90.27,52.95,19.10,27279.67,29270452,0,29270452
VAIBHAVGBL,EQ,21-Aug-2020, INTERIM DIVIDEND - RS 5 PER SHARE,1790.00,29.35,1.67,1760.65,19,0.34,1766.26,1970.00,551.35,27279.67,29270452,0,29270452
TVSSRICHAK,EQ,-,-,1580.00,25.50,1.64,1554.50,35,0.55,654.66,2046.80,758.00,27279.67,29270452,0,29270452
BALMLAWRIE,EQ,-,-,121.00,1.95,1.64,119.05,2412,2.92,773.60,142.20,69.00,27279.67,29270452,0,29270452
ALKALI,EQ,-,-,52.70,0.85,1.64,51.85,250,0.13,15.84,59.00,22.00,27279.67,29270452,0,29270452
RAMANEWS,EQ,-,-,15.45,0.25,1.64,15.20,10,0.00,67.27,21.45,9.80,27279.67,29270452,0,29270452
REFEX,EQ,16-Jun-2020, RIGHTS 5:14@ PREMIUM RS 35/-,49.95,0.80,1.63,49.15,66,0.03,67.10,79.37,28.54,27279.67,29270452,0,29270452
JUBILANT,EQ,-,-,828.00,13.15,1.61,814.85,2281,18.89,6359.72,909.00,234.35,27279.67,29270452,0,29270452
ARVINDFASN,EQ,-,-,158.00,2.50,1.61,155.50,898,1.42,736.39,461.40,110.00,27279.67,29270452,0,29270452
GOLDIAM,EQ,-,-,117.30,1.85,1.60,115.45,66,0.08,89.60,184.80,72.20,27279.67,29270452,0,29270452
PTL,EQ,-,-,48.00,0.75,1.59,47.25,140,0.07,93.82,51.45,23.25,27279.67,29270452,0,29270452
SARLAPOLY,EQ,-,-,19.25,0.30,1.58,18.95,150,0.03,71.21,28.25,10.25,27279.67,29270452,0,29270452
STERTOOLS,EQ,-,-,196.00,3.05,1.58,192.95,30,0.06,201.58,261.50,110.00,27279.67,29270452,0,29270452
DCMSHRIRAM,EQ,-,-,386.70,6.00,1.58,380.70,384,1.48,1899.75,452.00,172.60,27279.67,29270452,0,29270452
REVATHI,EQ,-,-,475.10,7.40,1.58,467.70,1,0.00,38.73,554.00,215.10,27279.67,29270452,0,29270452
ZEELEARN,EQ,-,-,16.20,0.25,1.57,15.95,800,0.13,223.65,27.95,11.25,27279.67,29270452,0,29270452
SHIVAMAUTO,EQ,-,-,19.40,0.30,1.57,19.10,324,0.06,47.75,31.20,8.05,27279.67,29270452,0,29270452
SATIA,EQ,-,-,133.00,2.05,1.57,130.95,380,0.51,235.71,810.00,50.10,27279.67,29270452,0,29270452
MEP,EQ,-,-,19.50,0.30,1.56,19.20,20,0.00,116.23,44.65,9.75,27279.67,29270452,0,29270452
TIJARIA,EQ,-,-,6.50,0.10,1.56,6.40,500,0.03,6.41,11.05,3.50,27279.67,29270452,0,29270452
KARDA,BE,02-Jul-2020, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 2/- PER SHARE,91.75,1.40,1.55,90.35,11,0.01,194.48,95.40,18.23,27279.67,29270452,0,29270452
SASKEN,EQ,-,-,607.00,9.15,1.53,597.85,17,0.10,458.91,668.25,335.15,27279.67,29270452,0,29270452
DCBBANK,EQ,02-Jul-2020, ANNUAL GENERAL MEETING,96.00,1.45,1.53,94.55,24021,23.06,2494.80,218.40,58.00,27279.67,29270452,0,29270452
CUB,EQ,-,-,152.30,2.30,1.53,150.00,22464,34.21,11059.79,249.35,110.00,27279.67,29270452,0,29270452
BEDMUTHA,EQ,-,-,16.75,0.25,1.52,16.50,200,0.03,11.74,21.70,9.40,27279.67,29270452,0,29270452
PFOCUS,EQ,-,-,40.45,0.60,1.51,39.85,130,0.05,95.40,88.90,17.00,27279.67,29270452,0,29270452
TERASOFT,EQ,-,-,30.50,0.45,1.50,30.05,100,0.03,19.55,36.50,12.05,27279.67,29270452,0,29270452
PNBGILTS,EQ,-,-,47.45,0.70,1.50,46.75,12808,6.08,218.80,49.25,20.30,27279.67,29270452,0,29270452
SADBHIN,EQ,-,-,20.50,0.30,1.49,20.20,1374,0.28,156.53,57.00,10.80,27279.67,29270452,0,29270452
INDOWIND,EQ,-,-,3.40,0.05,1.49,3.35,6,0.00,15.03,4.60,1.75,27279.67,29270452,0,29270452
GLOBALVECT,EQ,-,-,61.50,0.90,1.49,60.60,5,0.00,21.21,69.60,28.95,27279.67,29270452,0,29270452
VIKASWSP,EQ,-,-,6.90,0.10,1.47,6.80,1000,0.07,118.17,12.35,3.65,27279.67,29270452,0,29270452
CENTRUM,EQ,-,-,17.20,0.25,1.47,16.95,975,0.17,246.81,29.40,7.75,27279.67,29270452,0,29270452
MAGMA,EQ,-,-,41.40,0.60,1.47,40.80,1035,0.43,604.79,70.80,12.90,27279.67,29270452,0,29270452
VINYLINDIA,EQ,31-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 2.40 PER SHARE,108.00,1.55,1.46,108.85,455,0.49,97.80,119.80,36.80,27279.67,29270452,0,29270452
SPARC,EQ,-,-,192.90,2.75,1.45,190.15,5379,10.38,1395.08,210.90,81.00,27279.67,29270452,0,29270452
GODREJIND,EQ,04-Aug-2020, ANNUAL GENERAL MEETING,455.00,6.50,1.45,448.50,1236,5.62,3621.72,459.00,233.40,27279.67,29270452,0,29270452
CCHHL,EQ,-,-,3.50,0.05,1.45,3.45,724,0.03,14.66,4.50,1.70,27279.67,29270452,0,29270452
KTKBANK,EQ,-,-,49.35,0.70,1.44,48.65,18452,9.11,1512.38,75.41,34.20,27279.67,29270452,0,29270452
EBIXFOREX,EQ,-,-,515.00,7.30,1.44,507.70,1,0.01,56.50,573.95,240.00,27279.67,29270452,0,29270452
DHANUKA,EQ,-,-,839.00,11.80,1.43,827.20,643,5.39,983.92,935.70,275.00,27279.67,29270452,0,29270452
RBLBANK,EQ,09-Jul-2020, ANNUAL GENERAL MEETING,213.50,3.00,1.43,210.50,77309,165.05,9744.62,415.00,101.55,27279.67,29270452,0,29270452
M&MFIN,EQ,22-Jul-2020, RIGHTS 1:1 @ PREMIUM RS 48/-,145.70,2.05,1.43,143.65,14506,21.14,8519.23,245.91,76.46,27279.67,29270452,0,29270452
KOTAKBANK,EQ,-,-,1487.90,20.80,1.42,1467.10,12956,192.77,214829.69,1740.00,1001.00,27279.67,29270452,0,29270452
TATAMOTORS,EQ,-,-,144.80,2.00,1.40,142.80,131330,190.17,25584.12,201.70,63.50,27279.67,29270452,0,29270452
OBEROIRLTY,EQ,-,-,419.25,5.80,1.40,413.45,1034,4.34,4810.60,584.00,290.00,27279.67,29270452,0,29270452
RUCHIRA,EQ,-,-,65.40,0.90,1.40,64.50,175,0.11,56.31,110.80,26.90,27279.67,29270452,0,29270452
MFSL,EQ,-,-,606.45,8.35,1.40,598.10,1354,8.21,11608.74,641.75,276.35,27279.67,29270452,0,29270452
LAOPALA,EQ,-,-,227.80,3.15,1.40,224.65,916,2.09,847.83,251.85,130.50,27279.67,29270452,0,29270452
PGHH,EQ,-,-,10274.55,141.30,1.39,10133.25,6,0.62,9539.05,12774.90,8400.00,27279.67,29270452,0,29270452
STARCEMENT,EQ,-,-,91.20,1.25,1.39,89.95,111,0.10,779.06,104.95,60.00,27279.67,29270452,0,29270452
TTML,EQ,-,-,3.65,0.05,1.39,3.60,9612,0.35,182.98,4.45,1.80,27279.67,29270452,0,29270452
BAJAJCON,EQ,-,-,181.80,2.50,1.39,179.30,6935,12.61,1640.08,271.20,116.55,27279.67,29270452,0,29270452
JSL,EQ,13-Aug-2020, ANNUAL GENERAL MEETING,47.85,0.65,1.38,47.20,4644,2.22,735.92,53.00,21.40,27279.67,29270452,0,29270452
JKIL,EQ,-,-,121.50,1.65,1.38,119.85,212,0.26,498.77,179.50,65.05,27279.67,29270452,0,29270452
RPOWER,EQ,-,-,3.70,0.05,1.37,3.65,49258,1.82,829.34,5.00,1.00,27279.67,29270452,0,29270452
PRECAM,EQ,21-Jul-2020, ANNUAL GENERAL MEETING,41.00,0.55,1.36,40.45,6818,2.80,92.21,44.60,21.70,27279.67,29270452,0,29270452
SHARDACROP,EQ,-,-,300.00,4.00,1.35,296.00,119,0.36,667.63,346.30,99.40,27279.67,29270452,0,29270452
SAIL,EQ,-,-,41.50,0.55,1.34,40.95,58621,24.33,4228.63,51.90,20.15,27279.67,29270452,0,29270452
COCHINSHIP,EQ,-,-,359.00,4.75,1.34,354.25,1282,4.60,1258.15,491.70,209.10,27279.67,29270452,0,29270452
DEEPAKFERT,EQ,-,-,177.15,2.35,1.34,174.80,3924,6.95,749.13,193.00,57.15,27279.67,29270452,0,29270452
INDIGO,EQ,27-Aug-2020, ANNUAL GENERAL MEETING,1199.70,15.90,1.34,1183.80,827,9.92,11388.05,1898.85,771.30,27279.67,29270452,0,29270452
LINDEINDIA,EQ,-,-,760.00,10.05,1.34,749.95,16,0.12,1598.97,801.00,401.00,27279.67,29270452,0,29270452
SPIC,EQ,-,-,22.65,0.30,1.34,22.35,3009,0.68,236.67,25.95,9.40,27279.67,29270452,0,29270452
JKCEMENT,EQ,03-Aug-2020, ANNUAL GENERAL MEETING,1520.00,20.00,1.33,1500.00,227,3.45,4867.90,1615.00,795.25,27279.67,29270452,0,29270452
SUNTV,EQ,-,-,483.00,6.35,1.33,476.65,2595,12.53,4696.01,551.30,259.55,27279.67,29270452,0,29270452
SAGCEM,EQ,-,-,500.00,6.55,1.33,493.45,10,0.05,505.61,679.90,236.30,27279.67,29270452,0,29270452
KRBL,EQ,-,-,285.60,3.75,1.33,281.85,742,2.12,1923.99,339.00,92.00,27279.67,29270452,0,29270452
INDRAMEDCO,EQ,-,-,53.45,0.70,1.33,52.75,239,0.13,236.95,65.00,28.00,27279.67,29270452,0,29270452
WELCORP,EQ,06-Aug-2020, DIVIDEND - RS 0.50 PER SHARE,114.70,1.50,1.33,113.20,1277,1.46,1506.14,233.95,55.00,27279.67,29270452,0,29270452
SOUTHBANK,EQ,-,-,7.70,0.10,1.32,7.60,158479,12.20,1375.39,12.50,4.80,27279.67,29270452,0,29270452
MONTECARLO,EQ,-,-,188.00,2.45,1.32,185.55,500,0.94,123.10,316.50,121.05,27279.67,29270452,0,29270452
GESHIP,EQ,22-Jul-2020, ANNUAL GENERAL MEETING,275.35,3.55,1.31,271.80,155,0.43,2836.13,369.40,162.00,27279.67,29270452,0,29270452
COSMOFILMS,EQ,30-Jul-2020, ANNUAL GENERAL MEETING,417.40,5.40,1.31,412.00,460,1.92,432.50,491.40,185.60,27279.67,29270452,0,29270452
FAIRCHEM,BE,21-Aug-2020, DEMERGER,559.90,7.25,1.31,552.65,50,0.28,388.58,756.05,355.05,27279.67,29270452,0,29270452
GOCLCORP,EQ,-,-,216.35,2.80,1.31,213.55,284,0.61,264.66,349.00,107.95,27279.67,29270452,0,29270452
NATHBIOGEN,EQ,16-Jul-2020, ANNUAL GENERAL MEETING,325.75,4.20,1.31,321.55,207,0.67,262.76,416.00,127.30,27279.67,29270452,0,29270452
PAPERPROD,EQ,11-Jun-2020, DIVIDEND - RS 3 PER SHARE,284.45,3.65,1.30,280.80,351,1.00,699.82,337.60,161.90,27279.67,29270452,0,29270452
JPASSOCIAT,EQ,-,-,3.90,0.05,1.30,3.85,61446,2.40,571.26,4.65,1.05,27279.67,29270452,0,29270452
RANEHOLDIN,EQ,06-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 4 PER SHARE,535.80,6.90,1.30,528.90,201,1.08,377.58,1014.45,280.00,27279.67,29270452,0,29270452
VISAKAIND,EQ,16-Jul-2020, ANNUAL GENERAL MEETING,368.90,4.75,1.30,364.15,250,0.92,335.42,386.95,94.00,27279.67,29270452,0,29270452
ICICIBANK,EQ,-,-,415.00,5.30,1.29,409.70,107982,448.13,265306.48,552.20,268.30,27279.67,29270452,0,29270452
REDINGTON,EQ,04-Aug-2020, ANNUAL GENERAL MEETING,117.50,1.50,1.29,116.00,2600,3.06,2843.45,139.55,59.10,27279.67,29270452,0,29270452
BANCOINDIA,EQ,-,-,98.25,1.25,1.29,97.00,2223,2.18,215.06,121.05,54.10,27279.67,29270452,0,29270452
BAJAJELEC,EQ,-,-,530.00,6.70,1.28,523.30,510,2.70,2202.78,544.95,260.00,27279.67,29270452,0,29270452
TCNSBRANDS,EQ,-,-,455.00,5.75,1.28,449.25,427,1.94,883.76,781.05,295.10,27279.67,29270452,0,29270452
NACLIND,EQ,-,-,47.50,0.60,1.28,46.90,1011,0.48,180.66,51.25,16.50,27279.67,29270452,0,29270452
ESABINDIA,EQ,18-Aug-2020, ANNUAL GENERAL MEETING,1476.00,18.60,1.28,1457.40,3,0.04,583.28,1727.95,867.90,27279.67,29270452,0,29270452
BSOFT,EQ,13-Aug-2020, DIVIDEND - RE 1 PER SHARE,175.00,2.20,1.27,172.80,7806,13.66,2824.66,187.70,46.70,27279.67,29270452,0,29270452
KAJARIACER,EQ,-,-,456.50,5.70,1.26,450.80,465,2.12,3726.21,605.70,295.55,27279.67,29270452,0,29270452
NRBBEARING,EQ,-,-,93.00,1.15,1.25,91.85,4170,3.88,454.02,121.20,48.00,27279.67,29270452,0,29270452
GRAVITA,EQ,-,-,52.45,0.65,1.25,51.80,101,0.05,92.98,69.70,30.20,27279.67,29270452,0,29270452
BLUEDART,EQ,-,-,2284.00,28.00,1.24,2256.00,246,5.62,1338.26,3450.00,1822.35,27279.67,29270452,0,29270452
MARATHON,EQ,-,-,65.40,0.80,1.24,64.60,170,0.11,53.49,105.60,37.50,27279.67,29270452,0,29270452
ABAN,EQ,-,-,28.80,0.35,1.23,28.45,100,0.03,89.67,37.25,12.85,27279.67,29270452,0,29270452
HDFCBANK,EQ,-,-,1128.00,13.50,1.21,1114.50,48580,547.98,483045.90,1305.50,738.75,27279.67,29270452,0,29270452
RECLTD,EQ,-,-,112.90,1.35,1.21,111.55,6598,7.45,10354.20,156.50,78.75,27279.67,29270452,0,29270452
JUMPNET,EQ,-,-,96.50,1.15,1.21,95.35,511,0.49,934.08,105.90,40.05,27279.67,29270452,0,29270452
RELAXO,EQ,-,-,668.10,8.00,1.21,660.10,1572,10.50,4752.16,830.00,439.55,27279.67,29270452,0,29270452
BHEL,EQ,-,-,42.15,0.50,1.20,41.65,200653,84.58,5366.03,61.10,18.40,27279.67,29270452,0,29270452
NATIONALUM,EQ,-,-,38.00,0.45,1.20,37.55,14167,5.38,3432.64,49.25,24.40,27279.67,29270452,0,29270452
SHREDIGCEM,EQ,22-Jun-2020, DIVIDEND - RS 1.50 PER SHARE,50.70,0.60,1.20,50.10,900,0.46,304.56,60.20,14.55,27279.67,29270452,0,29270452
